dyad_id,negotiation_id,side_a,side_b,description,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,location_negotiations,bilateral_negotiations,mediated_negotiations,third_party,local_government,government,president,political_party,government_forces,police,armed_group,local_ngo,community_leaders,religious_leaders,traditional_leaders,local_committee,international_ngo,foreign_government,regional_organization,international_organization,peacekeeping,other,agreement,peace_agreement,ceasefire,agreement_name,day_agreement,month_agreement,year_agreement,best_fatality_estimate,active,low,none
5345,5345-2,Banyarwanda,"Hunde, Nyanga","However, the key issues of nationality, land distribution, and political representation had not been resolved, and government officials at both the provincial and national levels showed no interest in seeking a lasting solution to the conflict. In early 1994, local peace conferences led by local leaders took place in Mweso town and Masisi town in which members of the different ethnic groups discussed the causes of the violence and sought to make recommendations for preventing its recurrence in the future. The conferences were a joint initiative between a number of local NGOs and OXFAM. The main recommendation of these conferences was that resolution of the nationality question by the Zairean Government was a necessary condition for peace in Masisi.  ",1994,,1994,,DR Congo (Zaire),0,1,local NGO; Oxfam,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,146,1,0,0
5344,5344-1,Hunde,Hutu,"The conflict between Hunde and Hutu in the Nord Kivu province of Zaire started in 1993, when the Hunde, together with the Nyanga, aimed to chase the Hutu out from the Walikale and Masisi regions. Armed fighting subsequently spread across the region. The regional governor fueled the conflict when he suggested that security forces would assist efforts by Nyanga and Hunde to “exterminate” the Hutu. The Hunde formed a coalition with Nyanga, Twa, and Nande Mayi-Mayi, while the Hutu allied with fellow Tutsi Banyrwandans. In July 1993, a group of churches and local NGOs brought members of the warring groups together in an effort to ease tensions in the region. At this meeting, the conflict parties agreed that the conflict had been manipulated by Zairian state-level politicians, but disagreed about the how to resolve the underlying issues of the conflict. In addition to this local peacemaking effort, President Mobutu visited Goma in July 1993 to discuss the ethnic conflict and subsequently deployed elite troops in the region to curb the fighting. These troops managed to remain impartial and prevent further fighting. This military intervention ended what came to be known as the Masisi war by November 1993.",1993,7,1993,7,DR Congo (Zaire),0,1,religious leaders; local NGO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,157,1,0,0
5344,5344-2,Hunde,Hutu,"However, the key issues of nationality, land distribution, and political representation had not been resolved, and government officials at both the provincial and national levels showed no interest in seeking a lasting solution to the conflict. In early 1994, local peace conferences took place in Mweso town and Masisi town in which members of the different ethnic groups discussed the causes of the violence and sought to make recommendations for preventing its recurrence in the future. The conferences were a joint initiative between a number of local NGOs and OXFAM. The main recommendation of these conferences was that resolution of the nationality question by the Zairean Government was a necessary condition for peace in Masisi.",1994,,1994,,DR Congo (Zaire),0,1,local NGO; Oxfam,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5341,5341-1,MPA/Republic of Anjouan,MPA - SOC,"On 3 August 1997, the Mouvement Populaire Anjouanais (MPA) (English: Anjouan People’s Movement) declared independence from Comoros as the Republic of Anjouan. Internal turmoil soon arose about the rest of the world not recognizing the Republic of Anjouan. Most of the MPA led by Abdallah Ibrahim believed that solution lied in collaboration with another island of Comoros, Moroni. However, the Anjouan prime minister Said Omar Chamassi argued for formal alignment with France, the former colonial power.  Said Omar Chamassi and those supporting him formed the MPA Said Omar Chamassi faction (MPA-SOC). Negotiations between the MPA/Republic of Anjouan and the MPA-SOC led to the signing of a ceasefire on 5 December 1998, the day that fighting started. ",1998,12,1998,12,Comoros,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,5,12,1998,40,1,0,0
5341,5341-2,MPA/Republic of Anjouan,MPA - SOC,"On 13 December 1998, a day after the clash in Mutsamudu, the two parties reached an informal truce. Attempts by local elders to mediate continued after the agreement. ",1998,12,1998,12,Comoros,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,13,12,1998,40,1,0,0
5341,5341-3,MPA/Republic of Anjouan,MPA - SOC,"Members of a French humanitarian mission, Jean-Luc Machuron and Jacques Amblard, with local leaders from Ouani mediated between Ibrahim and Chamassi. Negotiations between the two sides at the Anjouan airport on 16 December led to a 48-hour ceasefire. This ceasefire was a formal iteration of the 13 December agreement that had lasted until then.",1998,12,1998,12,Comoros,0,1,France; community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,ceasefire,16,12,1998,40,1,0,0
5335,5335-1,Choa Arab,Kotoko,"The Choa Arab and Kotoko clashed on 29 January 1992. On 30 and 31 January, in response to the violence, the Far North governor Benoit Namvou held multiple meetings with local leaders from the government and tribes in order to reach a ceasefire. ",1992,1,1992,1,Cameroon,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25,1,0,0
5335,5335-2,Choa Arab,Kotoko,President Paul Biya directed the central council of the Cameroon People’s Democratic Movement (CPDM) to mediate between the Choa Arab and Kotoko. Negotiations led to the signing of a comprehensive peace agreement in Kousseri on 18 September 1993. The United Nations collaborated with the government to oversee the ceasefire by launching a peace mission in October 1993.,1993,9,1993,9,Cameroon,0,1,political party,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,18,9,1993,47,1,0,0
5335,5335-3,Choa Arab,Kotoko,"On 14 January 1994, fighting between the two tribes resumed. On 17 January, the government represented by Gilbert Andre Tsoungui, the local territorial administrator, tried to mediate a ceasefire, but did not succeed. ",1994,1,1994,1,Cameroon,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5334,5334-1,Banya,"Foulbe, Hausa","The Social Democratic Front (SDF) struggled to be granted basic political rights prior to the first multi-party elections that were held in Cameroon in October 1992. The SDF subsequently organized strikes in order to legalize opposition parties in Cameroon. These strikes included the closing of marketplaces. During the fourth week of the strike, on 15 July 1991, Banya women opened  a local market in Meiganga in northern Cameroon. This triggered an attack by the Foulbe and Hausa in the area. The government deployed troops in the town after two days of fighting. On 19 July 1991, a government mediation effort succeeded in ending the fighting. The tribal leaders shared a symbolic drink of water as a sign of peace.",1991,7,1991,7,Cameroon,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50,1,0,0
5333,5333-1,Bafanji,Balikumbat,"President Dingha Ignatius Bayin of the Cameroon People's Democratic Movement (CPDM) mediated peace talks between Bafanji and the Blikumbat aimed at resolving their land dispute. On 29 June 2009, the two conflict parties agreed to a ceasefire and the creation of peace committees.",2009,6,2009,6,Cameroon,0,1,political party,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,29,6,2009,0,0,0,1
5316,5316-1,Ma'aliyah,Zaghawa,"The Zaghawa have historically mainly inhabited the northern part of Darfur, but some Zaghawa have moved southwards. This created tensions with other ethnic groups, including with the Ma’aliyah. Armed clashes between the two groups in Muhajiriya in October 2008 resulted in over 40 people. Members of the Sudan Liberation Army/Movement-Minni Minnawi (SLM/A-MM) mediated between the conflict parties in October 2008.",2008,10,2008,10,Sudan,0,1,armed group,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,41,1,0,0
5316,5316-2,Ma'aliyah,Zaghawa,UNAMID also mediated between the conflict parties in October 2008. ,2008,10,2008,10,Sudan,0,1,UNAMID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,41,1,0,0
5316,5316-3,Ma'aliyah,Zaghawa,"President of Chad, Idriss Déby Itno, acted as the chief mediator at tribal mediation forum in Um Jaras from 26 to 29 March 2014. The forum was attended by tribal leaders from Darfur, including the Zaghawa, Rizeigat, Massalit, Ma’alia, Salamat and Ta’isha tribes. Sudanese Vice-President Hassabo Mohamed Abdul Rahman acted as the Joint Chief Mediator. Sudanese President Omar al-Bashir joined the forum on 29 March. The forum ended with the participants’ announcement of their full support for peace and peaceful coexistence in Darfur.",2014,3,2014,3,Chad,0,1,Chad; government; President,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,1
5315,5315-1,USC/SSA,USC/SSA - OMF,"Between April and May 2000, the Somalia National Peace Conference was held in Arta, Djibouti, which resulted in the creation of the Transitional National Government (TNG) led by Abdulkassim Salat Hassan. In response, Hussein Aideed formed the Somalia Reconciliation and Restoration Council (SRRC) as a political and paramilitary opposition organization in southern Somalia. The creation of the TNG and the SRRC led to tensions among the leadership of the United Somali Congress/Somali Salvation Alliance (USC/SSA). Itself a breakaway faction, the USC/SSA experienced a split in the context the creation of the TNG. While USC/SSA leader Musa Sudi sided with the SRRC, one of his deputies, Omar “Finish”, broke away and instead aligned with the TNG. This led to armed fighting between the USC/SSA and the USC/SSA faction led by Omar “Finish” (USC/SSA-OMF) on 26 December 2001. The next day, on 27 December 2001, the two sides reached a ceasefire agreement in Mogadishu after a first round of negotiations mediated by local elders led by Hussein Jila'ow. This ceasefire did not last.",2001,12,2001,12,Somalia,0,1,traditional leaders,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,ceasefire,27,12,2001,34,1,0,0
5315,5315-2,USC/SSA,USC/SSA - OMF,"Musa Sudi and Omar “Finish” engaged in direct negotiations following another round of fighting near Mogadishu in February 2003. Clan elders mediated between the two leaders, which led to the conclusion of a ceasefire agreement on 26 February 2003. ",2003,2,2003,2,Somalia,0,1,traditional leaders,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,ceasefire,26,2,2003,72,1,0,0
5314,5314-1,Pokot,Turkana,"From 13 to 16 November 1996, the Pokot and Turkana attended a peace meeting in Moroto. This peace meeting was mediated by government officials from Uganda and Kenya. The meeting did not result in the conclusion of an agreement. ",1996,11,1996,11,Uganda,0,1,government; Kenya,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,1
5314,5314-2,Pokot,Turkana,"In 1997, elders from the Karimojong, Pokot, Sabiny, and Turkana collaborated to form the Pokot-Karamojong-Turkana-Sabiny (POKATUSA), a peace organization aimed at bringing an end to the conflicts in Karamoja. POKATUSA collaborated with World Vision and received funding from the United Kingdom. POKATUSA held several peace meetings in 1997.",1997,,1997,,Kenya,0,1,local NGO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5314,5314-3,Pokot,Turkana,"In July 2002, the representatives from POKATUSA organized a peace meeting in order to find a solution for cattle raids and to stop the violence at the shared border between Uganda and Kenya. Those meetings were attended by Kenyan central government officials as well as regional government representatives, who mediated between the different communities.  ",2002,7,2002,7,Kenya,0,1,local NGO; local government; government,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5314,5314-4,Pokot,Turkana,"A round of negotiations, mediated by the Rift Valley Province Provincial Commissioner (PC), was held near Chesegon in September 2002. This round of negotiations ended with one participant being killed.",2002,9,2002,9,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5314,5314-5,Pokot,Turkana,"In 2003, the POKATUSA organized peace meeting between the Pokot, Karimajong, Turkana, and Sabiny tribes. However, this peace effort was interrupted by a Pokot attack, which resulted in 27 casualties.   ",2003,,2003,,Kenya,0,1,local NGO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5314,5314-6,Pokot,Turkana,"In November 2005, the Tegla Loroupe Foundation organized a peace forum for representatives of the Pokot, Turkana, and Karamonjong at Mtelo Hall, West Pokot District. The main aim was to end violence and stop cattle rustling.",2005,11,2005,11,Kenya,0,1,local NGO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
5314,5314-10,Pokot,Turkana,"In January 2006, some members of the Pokot and Turkana communities established a peace committee. World Vision North Rift peace and the National Council of Churches of Kenya (NCCK) participated in the committee’s meetings. ",2006,1,2006,1,"Kenya, Uganda",1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5314,5314-11,Pokot,Turkana,"On 16 July 2006, the conflict parties met in Turkana Central for a peace meeting. The Karamojong, Tepeth, and Turkana also participated in this meeting.",2006,7,2006,7,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5314,5314-12,Pokot,Turkana,"In August 2006, the Pokot and Turkana, as well as the Marakwet, met in Turkana South for another peace meeting.  ",2006,8,2006,8,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5314,5314-13,Pokot,Turkana,"On 29 August, 50 representatives of the Pokot, Samburu, and Turkana convened for an ecumenical prayer meeting and some peace talks. This meeting led to an 8-point peace plan that included provisions for future talks.",2006,8,2006,8,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5314,5314-14,Pokot,Turkana,"In September 2006, the Turkana, Pokot, and Saburu attended a peace meeting mediated by church and community leaders in Laikipia.",2006,9,2006,9,Kenya,0,1,religious leaders; community leaders,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,34,1,0,0
5314,5314-7,Pokot,Turkana,"The District Commissioner mediated a peace meeting between the Turkana and Pokot in  Chepchoina on 16 April 2007. This meeting led to the creation of a committee of 13 members tasked with finding a solution to the land dispute between the conflict parties. The Catholic Justice and Peace Commission, National Council of Churches of Kenya, Action Aid, World Vision, and Sikom mediated negotiations between the Pokot and Turkana between July and August 2007. ",2007,4,2007,4,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,27,1,0,0
5314,5314-8,Pokot,Turkana,"From 26 to 27 April 2007, the Rift Valley Provincial Commissioner mediated peace talks between he conflict parties. ",2007,4,2007,4,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,27,1,0,0
5314,5314-9,Pokot,Turkana,The Rift Valley Provincial Commissioner mediated another round of peace talks on 30 April 2007.,2007,4,2007,4,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,27,1,0,0
5314,5314-15,Pokot,Turkana,"The Internal Security Assistant Minister mediated peace talks between the Turkana, Samburu, and Pokot tribes in the North Rift in August 2008. These negotiations ended without the conclusion of an agreement.",2008,8,2008,8,Kenya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,88,1,0,0
5314,5314-16,Pokot,Turkana,"Following negotiations mediated by Rift Valley Provincial Commissioner Hassan Noor Hassan, the Turkana and Pokot agreed to a truce on 3 July 2009.",2009,7,2009,7,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,3,7,2009,17,0,1,0
5314,5314-17,Pokot,Turkana,"On 11 September 2010, the Turkana, Pokot, and Karimojong pastoralists met at a cross-border peace meeting in Moroto to discuss peace at the Uganda and Kenya border. Peace committee members from Amudat, Nakapiripirit, Moroto, and Kaabong districts attended the talks.",2010,9,2010,9,Kenya,0,1,local peace committee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,55,1,0,0
5314,5314-18,Pokot,Turkana,"Several peace caravans were organized by local leader in September 2010. Representatives of the Samburu, Turkana, Rendile, Borana, Gabra, Pokot, Somali, and Meru communities gathered for reconciliation talks during these peace caravans.",2010,9,2010,9,Kenya,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,55,1,0,0
5314,5314-19,Pokot,Turkana,"Following negotiations between the Turkana and Pokot in December 2010, the two tribes agreed to the Kainuk-Sarmach-Turkwel-Masol Corridor Peace Agreement. This agreement includes several provisions to prevent cattle rustling and also includes standards for sharing resources.  ",2010,12,2010,12,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Kainuk-Sarmach-Turkwel-Masol Corridor Peace Agreement,,12,2010,55,1,0,0
5314,5314-20,Pokot,Turkana,"On 7 and 8 April 2011, the leaders from the counties of Marsabit, Isiolo, Mandera, Wajir, Garissa, Tana River, Samburu, Meru, and Nairobi met at the Almond Resort in Garissa, where they renewed the Modogashe Declaration. ",2011,4,2011,4,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,16,0,1,0
5314,5314-21,Pokot,Turkana,"On 11 April 2011, leaders from West Pokot and Turkana met for a peace meeting at Kainuk Centre.",2011,4,2011,4,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,16,0,1,0
5314,5314-22,Pokot,Turkana,"A reconciliation meeting between the Pokot and Turkana, mediated by local government officials, was held at Sigor in June 2011.",2011,6,2011,6,Kenya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,16,0,1,0
5314,5314-23,Pokot,Turkana,"On 6 July 2011, a round of peace talks between the Pokot, Turkana, and Samburu was held at the boundary of Laikipia and Samburu counties. ",2011,7,2011,7,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,16,0,1,0
5314,5314-24,Pokot,Turkana,The Pokot and Turkana representatives met in Turkwel in early 2012. This led to the conclusion of an agreement that broke down in March 2012.,2012,,2012,,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,,,2012,8,0,1,0
5314,5314-25,Pokot,Turkana,"On 5 March 2014, Kenyan government officials and the Kenya Red Cross Society facilitated a peace talk in Eldoret between the Pokot and Turkana, which culminated in the signing of a peace agreement. ",2014,3,2014,3,Kenya,0,1,government; Red Cross,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,peace agreement,5,3,2014,45,1,0,0
5314,5314-26,Pokot,Turkana,"Following a new bout of fighting in November 2014, the National Cohesion and Integration Commission (NCIC) organized various peace negotiations to resolve the conflict between the Pokot and the Turkana. The mediation efforts by the NCIC resulted in the signing of the Sirikwa Declaration.",2014,11,2014,11,Kenya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Sirikwa Declaration,,11,2014,45,1,0,0
5314,5314-27,Pokot,Turkana,The National Steering Committee on Peace Building and Conflict Management mediated peace talks between the administrators and peace officers from the Turkana and Pokot communities at Starbucks Hotel in Eldoret in November and December 2014.,2014,11,2014,12,Kenya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,45,1,0,0
5314,5314-28,Pokot,Turkana,"Turkana and Pokot leaders attended a peace conference that was facilitated by the Catholic Church and Finn Church Aid on 31 January 2015. Senators, governors, Members of Parliament, and local officials also attened this peace conference. ",2015,1,2015,1,Kenya,0,1,religious leaders; Finn Church Aid; government; local government,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,102,1,0,0
5314,5314-29,Pokot,Turkana,"On 9 May 2015, Finn Church Aid mediated peace talks in Eldoret between the two sides after another violent clash. Bishop Cornelius Korir of Eldoret Diocese took on the role as lead mediator during these peace talks. The tribal leaders agreed an immediate cessation of hostilities, as well as to participate in a more comprehensive peace process in the following months.",2015,5,2015,5,Kenya,0,1,Finn Church Aid; religious leaders,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,ceasefire,9,5,2015,102,1,0,0
5314,5314-30,Pokot,Turkana,"In May 2015, elders from the Pokot and Turkana tribes reached another ceasefire. This ceasefire was mediated by Finn Church Aid.",2015,5,2015,5,Kenya,0,1,Finn Church Aid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,ceasefire,,5,2015,102,1,0,0
5314,5314-31,Pokot,Turkana,"From 30 November to 3 December 2015, the National Steering Committee on Peace Building and Conflict Management facilitated peace talks in Eldoret.",2015,11,2015,12,Kenya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,102,1,0,0
5314,5314-32,Pokot,Turkana,"Bishop Cornelius Korir convened government officials, as well as leaders from Turkana, West-Pokot, Samburu, and Baringo counties at multiple peace caravans during 2015.",2015,,2015,,Kenya,0,1,religious leaders; government,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,102,1,0,0
5314,5314-33,Pokot,Turkana,"On 22 January 2016, the Karamoja Cluster Project held a cross-border peace meeting in Moroto with the Turkana, Pokot, and Karimojong. The Karimojong youth requested from the Kenyan government to disarm the Turkana and Pokot. No peace deal was brokered between the two tribes.",2016,1,2016,1,Uganda,0,1,local NGO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,0
5314,5314-34,Pokot,Turkana,"A peace meeting between the the Karimojoing, Turkana and Pokot in Moroto on 12 September 2019, mediated by UN officals, led to the conclusion of the Cross-border Sustainable Peace and Development Agreement. The signing ceremony was witnessed by Ugandan and Kenyan presidents, Yoweri Museveni and Uhuru Kenyatta, and representatives of the United Nations Development Programme.",2019,9,2019,9,Kenya,0,1,UN; government; Uganda,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,Cross-border Sustainable Peace and Development Agreement,12,9,2019,10,0,1,0
5313,5313-1,Toposa,Turkana,"The Inter-African Bureau for Animal Resources (IBAR) of the Organization of African Unity (OAU), the Government of Kenya, and the Sudan People’s Liberation Movement/Army (SPLM/A) facilitated a peace conference between the Toposa and the Turkana in Lodwar in March 1999.",1999,3,1999,3,Kenya,0,1,OAU; Kenya; political party,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,0,0,0,1
5313,5313-2,Toposa,Turkana,"In June 2008, a four-day intercommunity peace conference was organized in Kapoeta, Southern Sudan. It gathered youth from the Turkana (Kenya), the Toposa, Jie, Murile, Kachipo, Buya, Lotuko, Dodoth, and Lokir (Sudan) the Dodoth, Jie, Theuso, Acholi, and Matheniko (Uganda), and the Dongiro (Ethiopia) communities. The conference was facilitated by Netherlands-based IKV Pax Christi and Wilde Ganzen, East African Safari Air Express, and Intervida World Alliance – and supervised by Seeds of Peace in Africa. Attendees acknowledged that peaceful coexistence was a priority and that they aimed to reach this through joint activities, and agreed to create an independent peace committee to observe and report all incidents. Local organizations, particularly Lokado (Turkana), Kopein, Dado Kaabong (Uganda), Kuron Peace Village, and Catholic Diocese of Torit (Southern Sudan), were tasked to implement the adopted activities. As a part of the International Cross border Peace Conference, Seeds of Peace Africa and IKV Pax Christi facilitated several peace meetings between the Turkana and the Toposa in 2008. ",2008,6,2008,6,Sudan,0,1,IKV Pax Christi; Wild Ganzen; East African Safari Air Express; Intervida World Alliance; Seeds of Peace Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,25,1,0,0
5313,5313-3,Toposa,Turkana,"Several peace meetings between the Toposa and Turkna wered held in 2009. These meetings were mediated by local organizations involved in peacebuilding, supported by IKV Pax Christi and Seeds of Peace Africa. ",2009,,2009,,Kenya,0,1,local NGO; IKV Pax Christi; Seeds of Peace Africa,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,20,0,1,0
5313,5313-4,Toposa,Turkana,"On 1 December 2015, Turkana and Toposa representatives, including Turkana Governor Josphat Nanok and South Sudan’s Eastern Equatorial region Governor Luis Lobong, held a peace meeting in Lodwar. The main aim of the meeting was to encourage peaceful relations and stop clashes between two communities. ",2015,12,2015,12,Sudan,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5313,5313-5,Toposa,Turkana,"On 28 July 2018, leaders from the Toposa community from South Sudan and Turkana community from neighboring Kenya met in Narus county of Torit state. The leaders discussed the issue of cattle rustling, which they saw as the main source of conflict between the two communities. ",2018,7,2018,7,South Sudan,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,26,1,0,0
5313,5313-6,Toposa,Turkana,"Another cattle raid by Turkana took place in Losolia county in South Sudan in early September 2018. In response, Losolia county commissioner Koetein Thomas discussed the armed attack with Turkana leaders in Turkana County.",2018,9,2018,9,South Sudan,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,26,1,0,0
5313,5313-7,Toposa,Turkana,"At a peace meeting in July 2019, Kenya and South Sudan decided to establish a joint border commission to stop conflict and promote peace between the Toposa, the Turkana, and the Nyangatom in the Elemi Triangle. The Commission was mainly focused on resolving border issues between those communities.",2019,7,2019,7,"Kenya, South Sudan",0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
5311,5311-1,Tama,Zaghawa,"When Idriss Debý, who is Zaghawa, took power in Chad in 1990, members of the Zaghawa began to occupy land in the heartland of the Tama. This land, Dar Tama, is located on the Chadian side of the Chad-Sudan border. This led to tensions and occasional clashes between the two groups. Tensions increased even further due to many prominent rebel leaders in Chad belonging to the Tama. With Zaghawa targeting Tama people, the conflict escalated in 2006. The Chadian government supported the Zaghawa wit weapons. Following a meeting with President Debý and the local governor in Biltine, the main town of the eastern Wadi Fira border region, the local governor traveled to Guereda to mediate between the conflict parties in October 2007. The mediation effort did not lead to an agreement.",2007,10,2007,10,Chad,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,126,1,0,0
5308,5308-1,Rer Ahmad subclan (Hawiye),Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),Around 60 Imams from the conflict parties attended a peace meeting in Berhano in July 2007. This peace meeting was mediated by the Center for Research and Dialogue (CRD). The peace meeting resulted in the conclusion of a ceasefire agreement on the 14 July 2007 and a peace agreement on 23 July 2007.,2007,7,2007,7,"Kenya, Somalia",0,1,Center for Research and Dialogue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,ceasefire; peace agreement,,7,2007,0,0,0,1
5307,5307-2,SLM/A,SLM/A - MM,"Instead of attending a reconciliation meeting with Abdul Wahid in N’Djamena in early November 2005, Minnawi organized a conference with solely members of his faction in Haskanita, where his followers “elected” him as the new president of the SLM/A. Minnawi subsequently sent some of his men to attack northern SLM/A commanders who had attended a round of negotiations with the government in Abuja against his wishes. The United States Deputy Secretary of State, Robert Zoellick, mediated between delegations of the SLM/A and the SLM/A-MM on 9 November 2005. However, Minnawi himself did not attend this meeting and the meeting failed to lead to an agreement. ",2005,11,2005,11,Sudan,0,1,US,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,45,1,0,0
