conflict_id,dyad_id,negotiation_id,side_a,side_b,description,location_negotiations,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,third_party,local_ngo,international_ngo,regional_organization,un,foreign_government,individual,national_committee,language_organization,other,bilateral_negotiations,mediated_negotiations,agreement,peace_agreement,ceasefire,agreement_name,date_agreement_year,date_agreement_month,date_agreement_day,best_fatality_estimate,active,low,none
416,875,875-6,Central African Republic,Seleka,"Between May and July 2008, Omar Bongo, President of Gabon, acted as mediator for negotiations in Libreville that were attended by the UFDR, as well as the Armée Populaire pour la Restauration de la Démocratie (APRD) and the Front Démocratique du Peuple Centrafricain (FDPC). Bongo’s mandate was based on his role as the Chairman of the ad-hoc Committee within the CEMAC on Central African issues. Michel Djotodia led the UFDR during the talks in Libreville. ",Gabon,2008,5,2008,7,Gabon,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-5,Central African Republic,Seleka,"Another round of negotiations led to the conclusion of a comprehensive peace agreement on 21 June 2008, signed by all three rebel groups. ",Gabon,2008,6,2008,6,Gabon,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Peace Agreement,2008,6,21,0,0,0,1
416,875,875-7,Central African Republic,Seleka,"ECCAS mediator, Congolese President Sassou Nguesso, invited the conflict parties to Libreville in early 2013. This led to the signing of the Libreville Agreement on 11 January 2013. This agreement stipulated a ceasefire and defined the modalities for power sharing and a political transition. However, the agreement soon broke down. The Chadian forces deployed in CAR did not stop the Seleka fighters when they started a new offensive in March 2013. Some South Africans troops in CAR did try to stop the Seleka advance, but they failed to do so. The Seleka managed to take over control of Bangui by March 2013. It subsequently deposed Bozizé, while installing Michel Djotodia as President. Djotodia could not control the Seleka movement, with many local Seleka commanders ruling town and villages as their personal fiefdoms. Many of the Seleka engaged in the mass killing of Christians in Bangui and throughout CAR. This led to the emergence of a self-defense militia, called the anti-Balaka. From this point onwards, the armed violence in the Central African Republic was mainly between non-state armed groups. Unable to control the Seleka fighters, Djotodia disbanded the Seleka. However, this made it even harder to control the Seleka. The subsequent non-state conflict between Seleka fighters and self-defense militias called the anti-Balaka, as well as widespread attacks on Christians and Muslims by each of these armed actors, led to the deployment of a French intervention force and an African union peacekeeping missions in December 2013 and January 2014 respectively.",Gabon,2013,1,2013,1,"ECCAS, Congo, Gabon",0,0,1,0,1,0,0,0,0,0,1,1,1,0,Libreville Agreement,2013,1,11,114,1,0,0
416,875,875-8,Central African Republic,Seleka,"On January 10, 2014, a conference in N’Djamena brought about the end of the regime of Djotodia, paving the way for a political transition. Chadian President Idriss Déby convinced Djotodia to step down, after which former mayor of Bangui Catherine Samba-Panza was elected as the new president by the new transitional government. The Seleka alliance subsequently rebranded itself as ex-Seleka.  The UN Security Council authorized a UN peacekeeping operation in April 2014, with resolution 2149. The UCDP does not record any armed conflict between the Government of the Central African Republic and the ex-Seleka between 2014 and 2017, but several negotiations took place between the ex-Seleka alliance and the government. In June 2014, the Centre for Humanitarian Dialogue (HD) initiated the first peace initiative following the crisis in 2013. A discussion on possible mechanisms to resolve the armed conflict at a workshop that brought together 30 Central African participants from varying backgrounds – including representatives from government, anti-Balaka, and ex-Seleka – led to the idea of organizing a forum. ",,2014,6,2014,6,Centre for Humanitarian Dialogue (HD),0,1,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-9,Central African Republic,Seleka,"On the sidelines of the 23rd Ordinary Summit of the African Union in Malabo, Equatorial Guinea, in June 2014, the leaders of the Economic Community of Central African States (ECCAS) agreed to organize a ceasefire conference in Brazzaville in July 2014. Congolese President Sassou Nguesso, in his capacity as the ECCAS chief mediator, mediated the ceasefire negotiations between the anti-Balaka and the FPRC – as well as several other armed groups, though not the UPC led by Ali Darassa) – in Brazzaville in late July 2014. The Government of the Central African Republic was also involved in the negotiations. These negotiations led to the conclusion of a ceasefire agreement on 23 July 2014. However, clashes continued between the non-state armed groups parties.",Congo,2014,7,2014,7,ECCAS; Congo,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-10,Central African Republic,Seleka,"Several of the non-state armed groups operating in the Central African Republic participated in a mediation process led by the Kenyan government in Nairobi, with negotiations taking place in early 2015. Building on these ceasefire negotiations, the mediation effort in Nairobi was subsequently replaced by the Bangui Forum in which the government also participated. The United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA) provided political and logistical support to Bangui Forum. Abdoulaye Bathily, the UN Special Representative for Central Africa, chaired the Forum. Special Representatives were also sent by the African Union and the Republic of Congo to support the negotiations. Technical support and expertise was given to the mediations by HD and the EU. Around 600 representatives from the Central African Republic participated. The Bangui Forum was held between 4 and 11 May 2015 and led to the conclusion of two negotiated settlements. First, the parties concluded the Agreement between the Transitional Government and the armed groups on the principles of disarmament, demobilization, reintegration and repatriation and of integration into the uniformed State forces of the Central African Republic on 10 May 2015. This agreement included provisions on a ceasefire, as well as on the disarrmenent, demoblizaition, and reintegration for all the armed groups that signed the agreement, inclcluding the Front populaire pour la renaissance de la Centrafrique, Rassemblement patriotique pour le renouveau de la Centrafrique, Union des forces républicaines fondamentales, Seleka rénovée, Mouvement des libérateurs centrafricains pour la justice, Front démocratique pour le progrès de la Centrafrique, Coordination des ex-combattants anti-Balaka, Unité du peuple centrafricain, Révolution et justice, and the Union des forces républicaines. Second, the Bangui Forum resulted in the conclusion of the Republican Pact – or in full the Pacte républicain pour la paix, la reconciliation, et la reconstruction en République centrafricaine – which, among others, established a local and national mechanism for reconciliation. This agreement was signed by nine out of the ten armed groups operating in CAR. In addition to the ECCAS-led mediation effort and the mediation effort as part of the Bangui Forum, the Organization of Islamic Cooperation (OIC) mediated a unilateral ceasefire agreement with the FPRC in N’Djamena on 20 December 2015. Cheikh Tidiane Gadio acted as the chief mediator of the OIC. Noureddine Adam promised to refrain from seeking independence from the Central African Republic issued a unilateral ceasefire and stated that the ceasefire would make it possible to hold elections. Legislative and presidential elections were held without significant armed fighting in late 2015.",,2015,5,2015,11,Kenya,0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Agreement between the Transitional Government and the armed groups on the principles of disarmament, demobilization, reintegration and repatriation and of integration into the uniformed State forces of the Central African Republic; Republican Pact",2015,11,5,0,0,0,1
416,875,875-11,Central African Republic,Seleka,"In February 2016, the AU mandated Mohamed El Hacen Lebatt as its special representative. Lebatt launched what was referred to as the African Initiative for Peace and Reconciliation. Angola, Chad, the DRC, and ECCAS supported this AU-led mediation effort. Talks mediated by Lebatt in February 2016 did not lead to an agreement. ",,2016,2,2016,2,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-12,Central African Republic,Seleka,"In late 2016, Angola, which had been mandated by the International Conference on the Great Lakes region, mediated between the transitional government and several armed groups – including the anti-Balaka, the FPRC, and the MPC - in Luanda in December 2016. André de Oliveira João Sango, director general of the secret services, acted as the chief mediator. The Angolan mediators proposed a general amnesty, which was widely condemned in Bangui. The negotiations in Luanda ended without an agreement. ",,2016,12,2016,12,International Conference on the Great Lakes; Angola,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-13,Central African Republic,Seleka,"In March 2017, the Community of Sant’Egidio started a mediation process mainly involving the non-state armed groups operating in the Central African Republic. This led to an agreement, referred to as the Political Agreement for Peace in the Central African Republic. The agreement reaffirmed the 2016 elections. In addition, the agreement called for the integration of all “politico-military groups” into the peace process and a restoration of state authority. The agreement also included an immediate countrywide ceasefire. The ceasefire did not hold. Armed clashes between several armed groups already took place in the Bria area already one day after the signing of the ceasefire. On 28 June, President Faustin Archange Touadéra held meetings with the representatives of the 14 armed groups that peace agreement signed in Rome on 19 June. With it being clear that the Political Agreement for Peace in the Central African Republic of June 2017 did not succeed, the AU presented its roadmap for peace in Libreville on 17 July 2017. The roadmap agreement assigns the responsibility for leading peace negotiations in CAR to the AU, while pledging to take into account the achievements of previous peace initiatives including the June 2017 Sant’Egidio Agreement. The Roadmap created an African Panel of Facilitators, with panel members from the AU, ECCAS, the International Conference on the Great Lakes Region, Angola, Chad, the Republic of Congo, and Gabon. MINUSCA was granted observer status.",,2017,6,2017,6,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,0,0,1
416,875,875-14,Central African Republic,Seleka,The African Panel of Facilitators mediated for the first time Bangui between 11 and 12 September 2017.  ,Central African Republic,2017,9,2017,9,African Panel of Facilitators,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,875,875-15,Central African Republic,Seleka,"Building on negotiations mediated by Russia (Soviet Union) and Sudan in August 2018 from which the government had been excluded, a mediation effort led by the AU in Khartoum from 24 January to 5 February 2019 led to the conclusion of the Accord politique la Paix et la Réconciliation (APPR) signed in Bangui on 6 February 2019. The APPR was signed by 14 non-state armed groups, including the UPC, and the CAR Government. The agreement offered far more government posts to representatives of the armed groups than in previous agreements, making the agreement essentially an elite-level pact to buy off armed group leaders. ",Sudan,2019,1,2019,2,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
416,876,876-2,Central African Republic,CPJP,"The founding leader of CPJP is Charles Massi, who between 2005 and 2008 served as a defence minister in Bozizé’s government. In January 2010, Charles Massi was killed under uncertain conditions, after which Abdoulaye Hissene assumed leadership over the CPJP. The fighting consisted of fairly small-scale attacks in the north-eastern part of the country. In early June 2011, the government and CPJP were involved in negotiations, in which no third party was involved. The negotiations, which were held in the northern town of N’dele, led to the signing of a ceasefire on 12 June 2011. The CPJP agreed to confine their soldiers to barracks while talks on a final peace deal took place. The CPJP also agreed to immediate cessation of all hostility, the abstention from all military action and other forms of violence and to join the DDR campaign that several other opposition groups had already joined. After the signing of the ceasefire, no fighting between the Government and CPJP took place in 2011. ",Central African Republic,2011,6,2011,6,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,2011,6,12,44,1,0,0
416,876,876-1,Central African Republic,CPJP,"Nevertheless, in 2012, another round of negotiations took place. This resulted in the signing of a peace agreement in Bangui on 25 August 2012. The agreement recommitted the government and the CPJP to the Libreville Global Peace Agreement of 21 June 2008 and to the ceasefire agreement of 12 June 2011.",Central African Republic,2012,8,2012,8,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Peace Agreement,2012,8,25,0,0,0,1
419,879,879-1,Ivory Coast,MPCI,"Prior to the elections of 2000, the Government of Ivory Coast, led by President Laurent Gbagbo, quickly drafted a law which required both parents of a presidential candidate to be born within Ivory Coast. This excluded the northern presidential candidate Alassane Ouattara, who broadly represented the predominantly Muslim north, from participating in the elections. This led to rising tensions. A mutiny broke out on 19 September 2002, which was triggered by President Gbagbo sending around 750 soldiers – who were known for their loyalty to Robert Guéi, which was Gbagbo’s main rival in the 2000 elections – into forced retirement. Many soldiers had indeed left the army, but had refused to turn in their weapons. The mutineers further organized themselves into the Mouvement patriotique de la Cote d’Ivoire (MPCI) (English: Patriotic Movement of Ivory Coast) led by Guillaume Soro. The MPCI demanded President Gbagbo to step down from power and organise elections within six months, open to all Ivoirians. Third party efforts aimed at ending the fighting between the Government and the MPCI were initiated at early stage in the conflict. On 31 September 2002, a team of diplomats from several West African nations – including Ghana, Mali, Nigeria, Niger, Togo, and Guinea-Bissau – arrived in Abidjan to meet President Gbago and the armed opposition. This group of countries was known as the contact group which had been established at an ECOWAS meeting in Accra on 29 September 2002. The parties were close to concluding a ceasefire agreement in early October 2002, but President Gbagbo refused to sign a ceasefire at the last moment, as according to him this would legitimise the rebel movement and partition the country. Hence, the official signing ceremony did not take place.",Ivory Coast,2002,9,2002,10,"ECOWAS; Ghana; Guinea-Bissau; Mali, Niger; Nigeria; Togo",0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,543,1,0,0
419,879,879-2,Ivory Coast,MPCI,"A new attempt was made in mid-October, when Senegal’s Foreign Minister Cheikh Tidiane Gadio, on behalf of the ECOWAS contact group, held talks with the rebels, presenting a peace proposal from ECOWAS. This led to the signing of a ceasefire agreement in Abijan on 17 October 2002.",Ivory Coast,2002,10,2002,10,ECOWAS; Senegal,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2002,10,17,543,1,0,0
419,879,879-3,Ivory Coast,MPCI,"Formal peace negotiations started subsequently in Lomé, Togo, on 30 October 2002, where the Togolese President Gnassingbé Eyadéma, who held the ECOWAS Chairmanship at the time, was appointed coordinator of the mediating efforts. After two days of talks, on 1 November, a joint statement was issued. This statement was referred to as the Lomé Ceasefire Agreement, outlining a basic agenda of future discussions. The Lomé ceasefire agreement together with the Abidjan agreement provided the basis for military intervention by ECOWAS and France. In spite of these third party peacemaking efforts, negotiations stalled, as rebels continued to demand the resignation of president Gbago, which was unacceptable to the Government of the Ivory Coast. The Government, in turn, insisted on the immediate disarmament of the rebels, which MPCI refused. Furthermore, the negotiations became increasingly complicated, as two new rebel groups – the MPIGO and the MJP – appeared in the west of the country. This negatively affected the level of trust between the Government and MPCI, resulting in the breaching of the truce on several occasions. On 23 December 2002, the MPCI spokesman called for the UN and France to take over negotiations, as the rebels had lost confidence in the African mediators due to a lack of progress.",Togo,2002,10,2002,11,ECOWAS; Togo,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Lomé Ceasefire Agreement,2002,11,1,543,1,0,0
419,879,879-4,Ivory Coast,MPCI,"On 3 January 2003, the Ivoirian government committed to a unilateral ceasefire at the behest of France’s foreign minister. Between 15 and 24 January 2003, France mediated between the conflict parties and the Government of Ivory Coast in a southern suburbs of Paris, Marcoussis. Ten delegations and 32 representatives were present, including representatives of Gbagbo’s government, Guillaume Soro of the MPCI, representatives of western rebel groups MPIGO and MJP, as well as the major Ivorian political parties and Alassane Ouattara. During the negotiations, the mediators promised that a monitoring committee would be set up to guarantee the implementation of the agreement. This committee would include representatives of France, the EU, the AU, ECOWAS, the UN, la Francophphonie, the IMF, the World Bank, and the G8. On 23 January 2003, the parties signed the Linas-Marcoussis Peace Accords. The mediation mandate of France was reinforced through UN Security Council Resolution 1464 (4 February 2003), which welcomed French mediation and backed the French military intervention, referred to as Opération Licorne, with a Chapter Seven mandate.  The UN Security Council thus conferred the main political and military responsibility to France and ECOWAS, which were given an UN mandate to monitor the ceasefire and protect civilians.",Paris,2003,1,2003,1,France,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Linas-Marcoussis Peace Accords,2003,1,23,0,0,0,1
419,879,879-5,Ivory Coast,MPCI,"To ensure the implementation of the Linas-Marcoussis Peace Accords, another round of negotiations, mediated by ECOWAS and Ghana was initiated at Accra. The President of Ghana and Chairman of ECOWAS, John Agyekum Kufuor, acted as the chief mediator at these peace talks. On 7 March 2003, the Accra II Agreement was concluded.",Ghana,2003,3,2003,3,"ECOWAS, Ghana",0,0,1,0,1,0,0,0,0,0,1,1,1,0,Accra II Agreement,2003,3,7,0,0,0,1
419,879,879-6,Ivory Coast,MPCI,"On 3 May 2003, the conflict parties as well as forces from the Liberian government signed a peace agreement in Abidjan with the intent of resolving remaining conflict in the western shared border region.",Ivory Coast,2003,5,2003,5,Liberia,0,0,0,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2003,5,3,0,0,0,1
419,879,879-7,Ivory Coast,MPCI,"Negotiations between the conflict parties and the Ivorian security forces led to a Joint Declaration on 4 July 2003, reaffirming their commitment to the ceasefire.",,2003,7,2003,7,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Joint Declaration ,2003,7,4,0,0,0,1
419,879,879-8,Ivory Coast,MPCI,Another round of negotiations was mediated by the International Organization of Francophonie (OIF) between 1 and 4 October 2003.,,2003,10,2003,10,OIF,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,0,0,0,1
419,879,879-10,Ivory Coast,MPCI,France's Foreign Minister Dominique de Villepin negotiated a round of negotiations on 21 November 2003.,,2003,11,2003,11,France,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,879,879-9,Ivory Coast,MPCI,ECOWAS negotiated a round of negotiations on 19 November 2003. ,,2003,11,2003,11,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,880,880-1,Ivory Coast,MPIGO,"On 3 January 2003, the Ivoirian government committed to a unilateral ceasefire at the behest of France’s foreign minister. Negotiations in Lomé in January 2003, mediated by ECOWAS mediator Mohamed Ibn Chambas, between the MPIGO and the MJP on the one side and the the Ivorian government on the other side led to a ceasefire agreement on 13 Janury 2003.",Togo,2003,1,2003,1,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,1,0,1,Ceasefire,2003,1,13,95,1,0,0
419,880,880-2,Ivory Coast,MPIGO,"Between 15 and 24 January 2003, France mediated between the conflict parties and the Government of Ivory Coast in a southern suburbs of Paris, Marcoussis. Ten delegations and 32 representatives were present, including representatives of Gbagbo’s government, Guillaume Soro of the MPCI, representatives of western rebel groups MPIGO and MJP, as well as the major Ivorian political parties and Alassane Ouattara. During the negotiations, the mediators promised that a monitoring committee would be set up to guarantee the implementation of the agreement. This committee would include representatives of France, the EU, the AU, ECOWAS, the UN, la Francophphonie, the IMF, the World Bank, and the G8. On 23 January 2003, the parties signed the Linas-Marcoussis Peace Accords. The mediation mandate of France was reinforced through UN Security Council Resolution 1464 (4 February 2003), which welcomed French mediation and backed the French military intervention, referred to as Opération Licorne, with a Chapter Seven mandate.  The UN Security Council thus conferred the main political and military responsibility to France and ECOWAS, which were given an UN mandate to monitor the ceasefire and protect civilians. ",Paris,2003,1,2003,1,France,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Linas-Marcoussis Peace Accords,2003,1,23,95,1,0,0
419,880,880-3,Ivory Coast,MPIGO,"To ensure the implementation of the Linas-Marcoussis Peace Accords, another round of negotiations, mediated by ECOWAS and Ghana was initiated at Accra. The President of Ghana and Chairman of ECOWAS, John Agyekum Kufuor, acted as the chief mediator at these peace talks. On 7 March 2003, the Accra II Agreement was concluded.",Ghana,2003,3,2003,3,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Accra II Agreement,2003,3,7,95,1,0,0
419,880,880-4,Ivory Coast,MPIGO,"On 3 May 2003, the conflict parties as well as forces from the Liberian government would sign a peace agreement in Abidjan with the intent of resolving remaining conflict in the western shared border region.",Ivory Coast,2003,5,2003,5,Liberia,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Peace Agreement,2003,5,3,95,1,0,0
419,880,880-5,Ivory Coast,MPIGO,"Negotiations between the conflict parties and the Ivorian security forces led to a Joint Declaration on 4 July 2003, reaffirming their commitment to the ceasefire.",,2003,7,2003,7,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Joint Declaration ,2003,7,4,95,1,0,0
419,880,880-6,Ivory Coast,MPIGO,Another round of negotiations was mediated by the International Organization of Francophonie (OIF) between 1 and 4 October 2003.,,2003,10,2003,10,OIF,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,95,1,0,0
419,880,880-7,Ivory Coast,MPIGO,ECOWAS negotiated a round of negotiations on 19 November 2003.,,2003,11,2003,11,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,95,1,0,0
419,880,880-8,Ivory Coast,MPIGO,France's Foreign Minister Dominique de Villepin negotiated a round of negotiations on 21 November 2003.,,2003,11,2003,11,France,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,95,1,0,0
419,881,881-1,Ivory Coast,MJP,"On 3 January 2003, the Ivoirian government committed to a unilateral ceasefire at the behest of France’s foreign minister. Negotiations in Lomé in January 2003, mediated by ECOWAS mediator Mohamed Ibn Chambas, between the MPIGO and the MJP on the one side and the the Ivorian government on the other side led to a ceasefire agreement on 13 Janury 2003.",Togo,2003,1,2003,1,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,1,0,1,Ceasefire,2003,1,13,44,1,0,0
419,881,881-2,Ivory Coast,MJP,"Between 15 and 24 January 2003, France mediated between the conflict parties and the Government of Ivory Coast in a southern suburbs of Paris, Marcoussis. Ten delegations and 32 representatives were present, including representatives of Gbagbo’s government, Guillaume Soro of the MPCI, representatives of western rebel groups MPIGO and MJP, as well as the major Ivorian political parties and Alassane Ouattara. During the negotiations, the mediators promised that a monitoring committee would be set up to guarantee the implementation of the agreement. This committee would include representatives of France, the EU, the AU, ECOWAS, the UN, la Francophphonie, the IMF, the World Bank, and the G8. On 23 January 2003, the parties signed the Linas-Marcoussis Peace Accords. The mediation mandate of France was reinforced through UN Security Council Resolution 1464 (4 February 2003), which welcomed French mediation and backed the French military intervention, referred to as Opération Licorne, with a Chapter Seven mandate. The UN Security Council thus conferred the main political and military responsibility to France and ECOWAS, which were given an UN mandate to monitor the ceasefire and protect civilians. ",France,2003,1,2003,1,"France, ECOWAS",0,0,1,0,1,0,0,0,0,0,1,1,1,0,Linas-Marcoussis Peace Accords,2003,1,23,44,1,0,0
419,881,881-3,Ivory Coast,MJP,"To ensure the implementation of the Linas-Marcoussis Peace Accords, another round of negotiations, mediated by ECOWAS and Ghana was initiated at Accra. The President of Ghana and Chairman of ECOWAS, John Agyekum Kufuor, acted as the chief mediator at these peace talks. On 7 March 2003, the Accra II Agreement was concluded.",Ghana,2003,3,2003,3,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Accra II Agreement,2003,3,7,44,1,0,0
419,881,881-4,Ivory Coast,MJP,"On 3 May 2003, the conflict parties as well as forces from the Liberian government would sign a peace agreement in Abidjan with the intent of resolving remaining conflict in the western shared border region.",Ivory Coast,2003,5,2003,5,Liberia,0,0,0,0,1,0,0,0,0,0,1,1,1,0,Peace Agreement,2003,5,3,44,1,0,0
419,881,881-5,Ivory Coast,MJP,"Negotiations between the conflict parties and the Ivorian security forces led to a Joint Declaration on 4 July 2003, reaffirming their commitment to the ceasefire.",,2003,7,2003,7,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Joint Declaration on Commitment to Ceasefire,2003,7,4,44,1,0,0
419,881,881-6,Ivory Coast,MJP,Another round of negotiations was mediated by the International Organization of Francophonie (OIF) between 1 and 4 October 2003.,,2003,10,2003,10,OIF,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,44,1,0,0
419,881,881-7,Ivory Coast,MJP,ECOWAS negotiated a round of negotiations on 19 November 2003.,,2003,11,2003,11,ECOWAS,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
419,881,881-8,Ivory Coast,MJP,France's Foreign Minister Dominique de Villepin negotiated a round of negotiations on 21 November 2003.,,2003,11,2003,11,France,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
419,882,882-1,Ivory Coast,FRCI,"In early 2003, the three major rebel parties of Ivory Cast – MPCI, MJP, and MPIGO – formed an alliance named the Forces Nouvelles (FN) (English: New Forces). This rebel alliance renamed itself the Forces Républicaines de Côte d’Ivoire (FRCI) (English: Forces Républicaines de Côte d’Ivoire: Republican Forces of Cote d’Ivoire) on 8 March 2011 in the context of the the presidential dispute between 2010 and 2011. In late June 2004, the Forces Nouvelles (FN) held talks with President Gabgbo to discuss the implementation of the Linas-Marcoussis peace plan. ",Ivory Coast,2004,6,2004,6,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,47,1,0,0
419,882,882-2,Ivory Coast,FRCI,"In July 2004, John Agyekum Kufuor, the President of Ghana and Chairman of ECOWAS, mediated peace talks in Accra. The presence of 17 African Heads of State and government representatives, as well as the presence of UN Secretary-General Kofi Annan and AU Chairman Olusegun Obasanjo, showed the international commitment to resolve the conflict. The negotiations led to the conclusion of the Accra III agreement on 30 July 2004. The agreement set a timetable for political reform and disarmament. While it was stipulated that the parties would start to disarm on 15 October, the rebels made it clear on 14 October that they refused to comply as a result of the slow implementation of agreed reforms.",Ghana,2004,7,2004,7,ECOWAS; Ghana,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Accra III agreement ,2004,7,30,47,1,0,0
419,882,882-3,Ivory Coast,FRCI,"On 28 October 2004, Lansana Kouyate, the Special Envoy of la Francophphonie, held talks with the leaders of the rebel movements in a bid to break a deadlock in the peace process. The discussions were held on disarmament and review of political reform. On 15 November 2004, the UN Security Council adopted Resolution 1572, which imposed an arms embargo, but also threatened the conflict parties with a 12-month travel ban and an asset freeze imposed on those who were attempting to obstruct the peace process. After being appointed as official mediator by the African Union in November 2004, South African President Thabo Mbeki travelled to Ivory Coast for three hours of talks with President Gbagbo in mid-November. According to Mbeki, Gbagbo was committed to full implementation to previously concluded peace agreements. In late November 2004, President Mbeki hosted the conflict parties in Pretoria to discuss the resumption of negations.",South Africa,2004,11,2004,11,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,47,1,0,0
419,882,882-4,Ivory Coast,FRCI,"Between 2 and 6 December 2004, South African President Thabo Mbeki visited Ivory Coast to mediate between the adversaries, after which the conflict parties indicated that they were willing to resume official negotiations.",Ivory Coast,2004,12,2004,12,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,47,1,0,0
419,882,882-5,Ivory Coast,FRCI,"In spite of several attempts by South African President Thabo Mbeki, the adversaries refused to engage in direct negotiations during the first months of 2005. Accordingly, Mbeki shuttled between the different sides.",Ivory Coast,2005,1,2005,3,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,882,882-6,Ivory Coast,FRCI,"It was not until early April that face-to-face negotiations were held between FN leader Guillaume Soros and President Gbagbo in Pretoria. During the negotiations, South African President Thabo Mbeki threatened the conflict parties that the AU would impose sanctions, as specified in UN Security Council Resolution 1572, against those obstructing the peace process. The negotiations resulted in the Pretoria Agreement on the Peace Process in the Cote d’Ivoire on 6 April.",South Africa,2005,4,2005,4,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Pretoria Agreement on the Peace Process in the Cote d’Ivoire ,2005,4,6,0,0,0,1
419,882,882-7,Ivory Coast,FRCI,"The peace agreement did not include a timeframe of the issues addressed, which is why the conflict parties met again several times during the year. These meetings focused mainly on issues related to disarmament and upcoming elections. The parties met for negotiations in Bouake on 14 April 2005. ",Ivory Coast,2005,4,2005,4,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,882,882-8,Ivory Coast,FRCI,"The peace agreement did not include a timeframe of the issues addressed, which is why the conflict parties met again several times during the year. These meetings focused mainly on issues related to disarmament and upcoming elections. The parties met for negotiations in Pretoria on 28 and 29 June 2005. This led to the Declaration on the Implementation of the Pretoria Agreement, which is referred to as Pretoria II.",South Africa,2005,6,2005,6,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Declaration on the Implementation of the Pretoria Agreement (Pretoria II),2005,6,29,0,0,0,1
419,882,882-9,Ivory Coast,FRCI,"The peace agreement did not include a timeframe of the issues addressed, which is why the conflict parties met again several times during the year. These meetings focused mainly on issues related to disarmament and upcoming elections. One round of negotiations took place in Yamoussoukro in early July 2005.",Ivory Coast,2005,7,2005,7,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,882,882-10,Ivory Coast,FRCI,"Negotiations appeared to be back on track in early 2006, when Prime Minister Charles Konan Banny, appointed in December 2005, managed to take major steps in addressing issues central to the implementation of the peace agreements.",Ivory Coast,2006,1,2006,1,AU; South Africa,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
419,882,882-11,Ivory Coast,FRCI,"Several negotiations were held during the first half of 2006, of which most focused on the issue of voter eligibility. The Chairman of the AU, President of the Republic of Congo, Denis Sassou-Nguessou, mediated three round of negotiations. The first round took place in February.",,2006,2,2006,2,AU; Republic of Congo,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
